Seq	Domain	Phylum	Class	Order	Family	Genus
Seq_0008591	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0001777	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001618	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006514	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0006531	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0008956	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001428	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000890	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Seq_0002027	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0002972	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001490	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0007697	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0002944	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0006051	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0000288	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0009509	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006079	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0006399	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0007745	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0007184	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006890	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0005453	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002016	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0002598	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001432	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0005903	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002924	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0006504	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0000863	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0005920	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0003922	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq_0001809	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Seq_0005793	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000675	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006488	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0006654	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq_0003848	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0004572	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Seq_0005011	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0008075	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0000163	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0003325	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003874	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0003608	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0000614	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0002419	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004023	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia
Seq_0006412	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0004378	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000319	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0002472	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0000186	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0002955	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002371	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Seq_0005623	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003538	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001125	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001152	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0001853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006675	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0000191	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005497	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0005028	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002644	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter
Seq_0002869	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0001310	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006098	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum
Seq_0004788	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005811	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0003509	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0000461	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004157	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002764	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0001315	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002527	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0000566	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0008049	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005663	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0003583	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004381	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0003913	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0009269	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001138	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0002426	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0001154	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0009360	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0005346	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0002470	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0003185	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0006184	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0001963	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003660	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000360	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001648	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0007157	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0006989	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002778	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0000962	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus
Seq_0005800	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004265	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0000928	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0007925	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000205	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Seq_0001887	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000437	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0004480	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0000068	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0000356	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0004545	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004968	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002350	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002845	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0000481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Seq_0004858	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005054	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Seq_0000586	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000599	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0002140	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001728	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0002151	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001683	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0003812	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0002279	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0008596	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0007297	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0000211	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0002919	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0006622	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003314	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0007410	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001312	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0000986	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter
Seq_0004848	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0004757	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0001016	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0001230	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0003383	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0006958	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila
Seq_0001638	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001243	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0005246	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001602	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005013	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0001281	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia
Seq_0000869	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003097	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0000551	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001955	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0001877	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0005980	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004508	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004575	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
Seq_0002885	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0005547	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001434	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0008499	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Seq_0001448	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Seq_0000435	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0000282	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0000502	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0005109	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001557	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004819	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0003582	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006936	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
Seq_0006799	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0005185	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0006574	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	unclassified	unclassified
Seq_0001710	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0002892	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0001392	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
Seq_0001945	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001864	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
Seq_0001645	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006635	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Seq_0001788	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006919	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0001084	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0005657	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0001969	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Seq_0008314	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq_0002024	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0003594	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0000479	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0007617	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0000491	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0001356	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0005351	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0006809	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0007978	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_0003845	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Seq_0002846	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0003744	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004814	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001179	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002190	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0004944	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0002859	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000956	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0006565	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0004225	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003392	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000252	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000517	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum
Seq_0006263	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum
Seq_0007162	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0009168	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0001783	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0004912	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0001408	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0007124	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005377	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0001474	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0003072	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0003503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002263	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0007443	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000129	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0001306	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0005091	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0001725	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0005840	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004955	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001641	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Streptophyta	unclassified
Seq_0006882	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0007269	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002898	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
Seq_0007948	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000680	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0007128	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004128	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0000651	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003238	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0000519	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0002388	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0000945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003944	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Seq_0005248	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Mogibacterium
Seq_0008878	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0006074	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
